DRUGBANK,name,groups,DRUGS PRODUCT DATABASE (DPD),PUBCHEM SUBSTANCE,KEGG DRUG,PHARMGKB,UNIPROTKB,THERAPEUTIC TARGETS DATABASE,WIKIPEDIA,CHEMBL,RXCUI,GENBANK,KEGG COMPOUND,CHEBI,PUBCHEM COMPOUND,CHEMSPIDER,BINDINGDB,IUPHAR,GUIDE TO PHARMACOLOGY,PDB,ZINC
DB00694,Daunorubicin,approved,68,46508433,D07776,PA449212,,DNC000517,Daunorubicin,CHEMBL178,3109,,C01907,41977,30323,28163,32017,,,DM1,ZINC000003917708
DB00695,Furosemide,"approved,vet_approved",10091,46506779,D00331,PA449719,,DAP000043,Furosemide,CHEMBL35,4603,,C07017,47426,3440,3322,25902,,,FUN,ZINC000000035804
DB00696,Ergotamine,approved,11218,46507632,D07906,PA164747651,,DAP000141,Ergotamine,CHEMBL442,4025,,C07544,64318,8223,7930,50027065,,,ERM,ZINC000052955754
DB00697,Tizanidine,"approved,investigational",11821,46505373,,PA451701,,DAP000234,Tizanidine,CHEMBL1079,57258,,C07452,63629,5487,5287,50240671,,,,ZINC000019702309
DB00698,Nitrofurantoin,"approved,vet_approved",10196,46504447,D00439,PA450640,,DAP000998,Nitrofurantoin,CHEMBL572,235559,,C07268,71415,6604200,5036498,57045,,,,ZINC000003875368
DB00699,Nicergoline,"approved,investigational",,46508741,D01290,PA164743014,,DAP000902,Nicergoline,CHEMBL1372950,7398,,,31902,34040,31373,,,,,ZINC000003873817
DB00700,Eplerenone,approved,20438,46509053,D01115,PA164749044,,DAP000085,Eplerenone,CHEMBL1095097,298869,,C12512,31547,443872,10203511,50318300,2876,2876,YNU,ZINC000003985982
DB00701,Amprenavir,"approved,investigational",12083,46507537,D00894,PA448422,,DAP000170,Amprenavir,CHEMBL116,228656,,C08086,40050,65016,58532,577,,,478,ZINC000003809192
DB00702,Icodextrin,"approved,investigational",11909,46508585,,PA164743096,,,Icodextrin,CHEMBL1201472,140480,,,,,,,,,,
DB00703,Methazolamide,approved,5863,46506393,D00655,PA450413,,DAP000599,Methazolamide,CHEMBL1335656,6826,,C07764,94513,4100,21122102,10881,,,,ZINC000253917094
DB00704,Naltrexone,"approved,investigational,vet_approved",20300,46505333,D05113,PA450588,,DAP000379,Naltrexone,CHEMBL19019,7243,,C07253,7465,5360515,4514524,60212,,,,ZINC000000001773
DB00705,Delavirdine,approved,11786,46508878,,PA449223,,DAP000183,Delavirdine,CHEMBL593,83816,,C06941,119573,5625,5423,1944,,,SPP,ZINC000018516586
DB00706,Tamsulosin,"approved,investigational",11780,46507763,,PA451583,,DAP000086,Tamsulosin,CHEMBL836,77492,,C07124,9398,129211,114457,50060964,488,488,,ZINC000001530694
DB00707,Porfimer sodium,"approved,investigational",7644,46508600,,PA164752658,,,Porfimer,,333848,,,60652,,10482043,,,,,
DB00708,Sufentanil,"approved,investigational",12343,46504737,D05938,PA451527,,DAP000357,Sufentanil,CHEMBL658,56795,,C08022,9316,41693,38043,94503,3534,3534,,ZINC000000538386
DB00709,Lamivudine,"approved,investigational",122,46507855,D00353,PA450163,,DAP000167,Lamivudine,CHEMBL141,68244,,C07065,63577,60825,54812,50366817,,,3TC,ZINC000000012346
DB00710,Ibandronate,"approved,investigational",11519,46508134,,PA10270,,DAP001022,Ibandronate,CHEMBL997,115264,,,,60852,54839,12577,,,BFQ,ZINC000001533877
DB00711,Diethylcarbamazine,"approved,investigational,vet_approved",3436,46506830,D07825,PA164748883,,DAP000914,Diethylcarbamazine,CHEMBL684,3384,,C07968,4527,3052,2944,50024883,,,,ZINC000000001288
DB00712,Flurbiprofen,"approved,investigational",1323,46505550,D00330,PA449683,,DAP000621,Flurbiprofen,CHEMBL563,4502,,,5130,3394,3277,50074922,4194,4194,,
DB00713,Oxacillin,"approved,investigational",,46505710,D08307,PA450725,,DAP000440,Oxacillin,CHEMBL819,7773,,C07334,7809,6196,5961,50350483,,,105,ZINC000003875439
DB00714,Apomorphine,"approved,investigational",9268,46508653,D07460,PA164781163,,DAP000281,Apomorphine,CHEMBL53,1043,,,48538,6005,5783,29644,33,33,,ZINC000000009073
DB00715,Paroxetine,"approved,investigational",11340,46504821,D02362,PA450801,,DAP001428,Paroxetine,CHEMBL490,32937,,C07415,7936,43815,39888,22416,,,8PR,ZINC000000527386
DB00716,Nedocromil,"approved,investigational",1324,46507587,D05129,PA450601,,,Nedocromil,CHEMBL746,31563,,C07255,7492,50294,45608,50239990,,,,ZINC000003782807
DB00717,Norethisterone,approved,7498,46504816,D00182,PA450651,,DAP001212,Norethisterone,CHEMBL1162,7514,,C05028,7627,6230,5994,50148732,,,NDR,ZINC000085205451
DB00718,Adefovir dipivoxil,"approved,investigational",13233,46507520,D01655,PA10005,,DNC001135,Adefovir,CHEMBL922,141400,,C11277,31175,60871,54855,50248359,,,,ZINC000003930376
DB00719,Azatadine,approved,2291,46507958,,PA164747157,,DAP001079,Azatadine,CHEMBL946,18600,,C07774,2946,19861,18709,22868,,,,ZINC000000968337
DB00720,Clodronic acid,"approved,investigational,vet_approved",925,46508646,,PA10239,,DAP000564,Clodronate,CHEMBL12318,3350,,,110423,25419,23731,50216172,,,,ZINC000029747100
DB00721,Procaine,"approved,investigational,vet_approved",8836,46507724,D08422,PA451110,,DAP000296,Procaine,CHEMBL569,8701,,C07375,8430,4914,4745,64452,4291,4291,,ZINC000001530757
DB00722,Lisinopril,"approved,investigational",1253,46504893,D00362,PA450242,,DAP000587,Lisinopril,CHEMBL1237,1546022,,,43755,5362119,4514933,66979,,,LPR,ZINC000003812863
DB00723,Methoxamine,"approved,investigational",20294,46506264,D08201,PA450431,,DAP000796,Methoxamine,CHEMBL524,6853,,C07513,6839,6082,5857,50026777,483,483,,
DB00724,Imiquimod,"approved,investigational",11834,46505394,D02500,PA449972,,DAP000278,Imiquimod,CHEMBL1282,59943,,,36704,57469,51809,50240849,,,6T0,ZINC000019632912
DB00725,Homatropine methylbromide,approved,8955,46509020,D02070,PA164749405,,DAP000823,Homatropine_methylbromide,CHEMBL1200851,1546413,,,50373,6646,6394,,,,,
DB00726,Trimipramine,approved,9906,46507121,D00394,PA451791,,DAP001153,Trimipramine,CHEMBL644,10834,,,9738,5584,5382,50240410,,,,
DB00727,Nitroglycerin,"approved,investigational",9412,46509120,D00515,PA450644,,DNC001024,Nitroglycerin,CHEMBL730,4917,,C07455,28787,4510,4354,,,,TNG,ZINC000008214625
DB00728,Rocuronium,approved,349,46506855,D00765,PA164754992,,DAP000349,Rocuronium,CHEMBL1201244,68139,,C07556,8884,441290,390053,,4003,4003,,ZINC000053229445
DB00730,Thiabendazole,"approved,vet_approved",9707,46505131,D00372,PA164746466,,DAP000664,Thiabendazole,CHEMBL625,10450,,C07131,45979,5430,5237,50121347,,,TMG,ZINC000000073711
DB00731,Nateglinide,"approved,investigational",12683,46504836,D01111,PA450600,,DAP000918,Nateglinide,CHEMBL783,274332,,C12508,31897,5311309,10482084,50344967,,,,ZINC000101489663
DB00732,Atracurium besylate,approved,1844,46504689,D00758,PA164776840,,DAP000105,Atracurium,CHEMBL1200527,1219,,,2915,47320,43068,50149881,,,,
DB00733,Pralidoxime,"approved,vet_approved",9990,46509152,,PA164744926,,,Pralidoxime,CHEMBL1420,34345,,C07400,8354,5353894,5193737,234367,,,,ZINC000004577910
DB00734,Risperidone,"approved,investigational",723,46505850,D00426,PA451257,,DAP000003,Risperidone,CHEMBL85,35636,,,8871,5073,4895,50001885,96,96,8NU,ZINC000000538312
DB00735,Naftifine,approved,1186,46504777,,PA164748617,,DAP000752,Naftifine,CHEMBL626,31476,,C08071,7451,73342,43344,50170647,,,,ZINC000001530977
DB00736,Esomeprazole,"approved,investigational",12371,46504894,D07917,PA10075,,DCL000524,Esomeprazole,CHEMBL1201320,283742,,,50275,9568614,7843323,,4279,4279,,ZINC000004693574
DB00737,Meclizine,approved,6316,46507782,D08163,PA450338,,DAP000795,Meclizine,CHEMBL1623,6676,,C07116,6709,4034,3894,81467,2757,2757,,
DB00738,Pentamidine,"approved,investigational",20144,46508562,,PA450850,,DAP000764,Pentamidine,CHEMBL55,7994,,C07420,45081,4735,4573,45440,,,PNT,ZINC000001530775
DB00740,Riluzole,"approved,investigational",12026,46508094,D00775,PA451251,,DAP000527,Riluzole,CHEMBL744,35623,,C07937,8863,5070,4892,30705,2326,2326,657,ZINC000000006481
DB00741,Hydrocortisone,"approved,vet_approved",7529,46505089,D00088,PA449905,,DAP000718,Hydrocortisone,CHEMBL389621,5492,,C00735,17650,5754,5551,13775,2868,2868,HCY,ZINC000013540519
DB00742,Mannitol,"approved,investigational",9547,46506446,D00062,PA450320,,DAP000874,Mannitol,CHEMBL689,6628,,C00392,16899,6251,6015,50142798,,,MTL,ZINC000002041302
DB00743,Gadobenic acid,"approved,investigational",12297,46506805,D08018,PA164745426,,DAP001225,Gadobenic_acid,CHEMBL1200571,692620,,,,131704172,94843,,,,,
DB00745,Modafinil,"approved,investigational",11852,46504648,D01832,PA450530,,,Modafinil,CHEMBL1373,30125,,,77585,4236,4088,50156055,,,,
DB00746,Deferoxamine,"approved,investigational",2446,46506395,D03670,PA164746490,,,Deferoxamine,CHEMBL556,3131,,C06940,4356,2973,2867,47715,,,,ZINC000003830635
DB00747,Scopolamine,"approved,investigational",9011,46506966,D00138,PA451308,,DNC000757,Scopolamine,CHEMBL569713,9603,,C01851,16794,3000322,10194106,50240039,330,330,,ZINC000100037020
DB00748,Carbinoxamine,approved,,46506787,,PA164746898,,DAP001069,Carbinoxamine,CHEMBL864,20220,,C06871,3398,2564,2466,81464,,,,
DB00749,Etodolac,"approved,investigational,vet_approved",1880,46505184,D00315,PA449550,,DAP000778,Etodolac,CHEMBL622,24605,,C06991,4909,3308,3192,50016799,,,,
DB00750,Prilocaine,approved,9797,46505066,D00553,PA451101,,DAP000511,Prilocaine,CHEMBL1194,8686,,C07531,8404,4906,4737,50225477,,,,
DB00751,Epinastine,"approved,investigational",,46509056,D01713,PA164764489,,DAP001074,Epinastine,CHEMBL1106,39684,,,51032,3241,3128,50131441,,,,
DB00752,Tranylcypromine,"approved,investigational",5882,46505832,D08625,PA451741,,DAP000081,Tranylcypromine,CHEMBL313833,10734,,C07155,131512,5530,5329,50113851,,,GJZ,
DB00753,Isoflurane,"approved,vet_approved",2019,46505880,D00545,PA450106,,DAP001033,Isoflurane,CHEMBL1256,6026,,C07518,6015,3763,3631,217353,,,ICF,
DB00754,Ethotoin,approved,,46504521,D00708,PA164768735,,DAP000512,Ethotoin,CHEMBL1095,4136,,C07839,4888,3292,3176,50239975,,,,
DB00755,Tretinoin,"approved,investigational,nutraceutical",5054,46504843,D00094,PA164746900,,DNC000117,Tretinoin,CHEMBL38,10753,,C00777,15367,5538,392618,31883,,,REA,ZINC000012358651
DB00757,Dolasetron,"approved,investigational",11445,46505209,,PA449390,,DAP000368,Dolasetron,CHEMBL2368925,68091,,C07866,,3033818,30845229,50451546,,,,ZINC000103105084
DB00758,Clopidogrel,approved,11795,46507295,D00769,PA449053,,DAP000178,Clopidogrel,CHEMBL1771,32968,,,37941,60606,54632,50397662,,,CGE,ZINC000034781704
DB00759,Tetracycline,"approved,vet_approved",8683,46506693,D00201,PA451640,,DAP001527,Tetracycline,CHEMBL1440,10395,,C06570,27902,54675776,10257122,50237605,,,TAC,ZINC000084441937
DB00760,Meropenem,"approved,investigational",41,46504928,D02222,PA164764445,,DAP000441,Meropenem,CHEMBL127,1546029,,,43968,441130,389924,50129062,,,MEM,ZINC000003808779
DB00762,Irinotecan,"approved,investigational",22885,46505871,D08086,PA450085,,DAP001339,Irinotecan,CHEMBL481,51499,,C16641,80630,60838,54825,50128267,,,CP0,ZINC000001612996
DB00763,Methimazole,approved,9107,46506536,D00401,PA450422,,DNC001429,Methimazole,CHEMBL1515,6835,,C07190,50673,1349907,1131173,50241361,,,MMZ,ZINC000001187543
DB00764,Mometasone,"approved,vet_approved",7504,46505288,D08227,PA450541,,DAP001042,Mometasone,CHEMBL1201404,108118,,C07816,6970,441335,390090,50237628,,,,ZINC000004097440
DB00765,Metyrosine,approved,,46506079,D00762,PA450487,,DAP000471,Metyrosine,CHEMBL1200862,266604,,C07921,6912,441350,390103,,,,,ZINC000000000693
DB00766,Clavulanic acid,"approved,vet_approved",11247,46508845,,PA164742987,,DAP000948,Clavulanate,CHEMBL777,21216,,C06662,48947,5280980,4444466,50021959,,,J01,ZINC000003830569
DB00768,Olopatadine,approved,11561,46506025,,PA450698,,DAP001062,Olopatadine,CHEMBL1189432,135391,,C07789,,5281071,4444528,50002096,,,,ZINC000000001850
DB00769,Hydrocortamate,approved,,46509076,,PA164745515,,DAP001187,Hydrocortamate,CHEMBL1201263,,,,50851,84088,75860,,,,,ZINC000004213506
DB00770,Alprostadil,"approved,investigational",7335,46508029,D00180,PA448334,,DAP001490,Alprostadil,CHEMBL495,598,,C04741,15544,149351,4444306,50101853,1882,1882,XPG,ZINC000003813088
DB00771,Clidinium,approved,6301,46507814,,PA164781044,,DAP001117,Clidinium,,21232,,C07853,3743,2784,26330531,50055977,366,366,,
DB00772,Malathion,"approved,investigational",,46505287,D00534,PA164748092,,DAP000895,Malathion,CHEMBL1200468,6606,,C07497,141474,4004,3864,85372,,,,
DB00773,Etoposide,approved,1998,46505434,D00125,PA449552,,DAP000786,Etoposide,CHEMBL44657,4179,,C01576,4911,36462,33510,50127140,,,EVP,ZINC000003938684
DB00774,Hydroflumethiazide,"approved,investigational",,46505220,D00654,PA164752557,,DAP000747,Hydroflumethiazide,CHEMBL1763,5495,,C07763,5784,3647,3521,25897,,,HFZ,ZINC000000897225
DB00775,Tirofiban,approved,11752,46504678,,PA451698,,DAP000696,Tirofiban,CHEMBL916,73137,,C07965,9605,60947,54912,50004058,,,AGG,ZINC000003806104
DB00776,Oxcarbazepine,approved,11984,46507580,D00533,PA450732,,DAP000528,Oxcarbazepine,CHEMBL1068,32624,,C07492,7824,34312,31608,34179,,,,ZINC000000004724
DB00777,Propiomazine,approved,,46506205,D02361,PA164778685,,DAP000327,Propiomazine,CHEMBL1201210,8770,,C07405,8491,4940,4771,,,,,
DB00779,Nalidixic acid,"approved,investigational",6509,46507401,D00183,PA164746384,,DAP000817,Nalidixic_acid,CHEMBL5,7240,,C05079,100147,4421,4268,21691,,,NIX,ZINC000000057421
DB00780,Phenelzine,approved,11355,46507348,D08349,PA450903,,DAP000578,Phenelzine,CHEMBL1089,8123,,C07430,8060,3675,3547,50105417,,,,ZINC000019166991
DB00782,Propantheline,approved,9559,46507187,,PA164746224,,DAP001123,Propantheline,CHEMBL1180725,8761,,C07506,8481,4934,4765,,329,329,,ZINC000001530761
DB00783,Estradiol,"approved,investigational,vet_approved",7411,46508115,D00105,PA449503,,DAP000854,Estradiol_(medication),CHEMBL135,4083,,C00951,16469,5757,5554,17292,1013,1013,EST,ZINC000013520815
DB00784,Mefenamic acid,approved,10002,46505405,D00151,PA450347,,DAP000779,Mefenamic_acid,CHEMBL686,6693,,C02168,6717,4044,3904,50134036,2593,2593,ID8,ZINC000000020241
DB00785,Cryptenamine,approved,,46507822,,PA164749510,,DAP000479,Cryptenamine,,42618,,,,,,,,,,
DB00787,Acyclovir,approved,1950,46506002,D00222,PA448045,,DNC000157,Aciclovir,CHEMBL184,281,,C06810,2453,2022,1945,50021776,,,AC2,ZINC000001530555
DB00788,Naproxen,"approved,vet_approved",2414,46505508,D00118,PA450595,,DAP000968,Naproxen,CHEMBL154,7258,,C01517,7476,156391,137720,50339185,,,NPS,ZINC000000105216
DB00789,Gadopentetic acid,approved,885,46504878,,PA164748760,,,Gadopentetic_acid,CHEMBL1200431,1546432,,,35778,55466,138549,,,,,
DB00790,Perindopril,approved,16100,46508767,D03753,PA450877,,DNC001114,Perindopril,CHEMBL1581,54552,,C07706,8024,107807,96956,,,,,ZINC000003812867
DB00791,Uracil mustard,approved,,46506168,D06265,PA451830,,DAP000990,Uracil_mustard,CHEMBL1488,10996,,C11686,9884,6194,5959,,,,,ZINC000000002235
DB00792,Tripelennamine,"approved,vet_approved",20364,46506125,,PA164764429,,DAP000328,Tripelennamine,CHEMBL1241,10847,,C07180,9741,5587,5385,81471,,,,ZINC000019117728
DB00794,Primidone,"approved,vet_approved",8265,46507775,D00474,PA451105,,DAP000678,Primidone,CHEMBL856,8691,,C07371,8412,4909,4740,50248152,,,,ZINC000000001979
DB00795,Sulfasalazine,approved,8138,46505451,D00448,PA451547,,DAP000153,Sulfasalazine,CHEMBL421,9524,,C07316,9334,5359476,10605946,50103596,,,SAS,ZINC000003831490
DB00796,Candesartan cilexetil,approved,11814,46508342,D00626,,,DAP001442,Candesartan,CHEMBL1014,135481,,,3348,2540,2444,50318907,587,587,,
DB00797,Tolazoline,"approved,vet_approved",6010,46505641,,PA451716,,DAP000477,Tolazoline,CHEMBL770,10634,,C07147,28502,5504,5303,55436,,,,ZINC000000125006
DB00798,Gentamicin,"approved,vet_approved",8630,46506523,,PA449753,,DAP000116,Gentamicin,CHEMBL329592,1596450,,C00505,17833,3467,3348,,2427,2427,,
DB00799,Tazarotene,"approved,investigational",11373,46508992,D01132,PA164746821,,DAP000462,Tazarotene,CHEMBL1657,83947,,C12531,32184,5381,5188,50265951,,,,ZINC000001542199
DB00800,Fenoldopam,approved,,46504963,D00613,PA164784034,,DAP000254,Fenoldopam,CHEMBL588,24853,,C07693,5002,3341,3224,60917,939,939,,
DB00802,Alfentanil,"approved,illicit",11173,46505618,D07122,PA448084,,DAP001134,Alfentanil,CHEMBL634,480,,C08005,2569,51263,46451,83450,,,,ZINC000000601281
DB00803,Colistin,approved,,46505467,D02138,PA164760862,,DAP001324,Colistin,CHEMBL407135,2709,,C13768,,131704173,,,,,,
DB00804,Dicyclomine,approved,6425,46505371,,PA164744928,,DAP001118,Dicyclomine,CHEMBL1123,3361,,C06951,4514,3042,2934,50010101,355,355,,ZINC000001530613
DB00805,Minaprine,approved,,46505380,D05039,PA164748351,,DAP000475,Minaprine,CHEMBL278819,30031,,,51038,4199,4054,50074289,,,,ZINC000019796082
DB00806,Pentoxifylline,"approved,investigational",1929,46505940,D00501,PA450864,,DAP000048,Pentoxifylline,CHEMBL628,8013,,C07424,7986,4740,4578,10850,,,PNX,ZINC000001530776
DB00807,Proparacaine,"approved,vet_approved",3798,46507960,D08448,PA164776849,,DAP000513,Proparacaine,CHEMBL1196,34905,,C07383,8485,4935,4766,50225500,,,,ZINC000001530762
DB00808,Indapamide,approved,1960,46508626,D00345,PA449975,,DAP000498,Indapamide,CHEMBL406,5764,,,5893,3702,3574,25901,,,,
DB00809,Tropicamide,"approved,investigational",5843,46505924,D00397,PA164749389,,DAP000345,Tropicamide,CHEMBL1200604,10869,,,9757,5593,5391,82371,,,,
DB00810,Biperiden,"approved,investigational",6471,46508325,D00779,PA448626,,DAP001125,Biperiden,CHEMBL1101,1589,,C07941,3112,2381,2289,50240680,,,,
DB00811,Ribavirin,approved,2184,46505883,D00423,PA451241,,DNC001210,Ribavirin,CHEMBL1643,9344,,,63580,37542,34439,50154375,,,RBV,ZINC000001035331
DB00812,Phenylbutazone,"approved,vet_approved",9536,46507038,D00510,PA450932,,DAP000974,Phenylbutazone,CHEMBL101,8160,,C07440,48574,4781,4617,,,,P1Z,ZINC000100004227
DB00813,Fentanyl,"approved,illicit,investigational,vet_approved",10124,46506372,D00320,PA449599,,DAP000072,Fentanyl,CHEMBL596,4337,,,119915,3345,3228,50008984,1626,1626,7V7,ZINC000002522669
DB00814,Meloxicam,"approved,vet_approved",11764,46506624,D00969,PA450353,,DAP000971,Meloxicam,CHEMBL599,41493,,C08169,6741,54677470,10442740,50056998,,,MXM,ZINC000013129998
DB00816,Orciprenaline,approved,9867,46504464,D00685,PA450390,,DNC000927,Orciprenaline,CHEMBL776,7688,,C07144,83329,4086,3944,50295572,,,,
DB00817,Rosoxacin,"approved,investigational",,46508469,D02305,PA164776843,,DAP000929,Rosoxacin,CHEMBL291157,35797,,,131715,287180,253208,,,,,ZINC000000002042
DB00818,Propofol,"approved,investigational,vet_approved",8209,46504991,D00549,PA451141,,DAP000662,Propofol,CHEMBL526,8782,,C07523,44915,4943,4774,50058046,,,PFL,ZINC000000968303
DB00819,Acetazolamide,"approved,vet_approved",6299,46504493,D00218,PA448018,,DAP000600,Acetazolamide,CHEMBL20,167,,C06805,27690,1986,1909,10880,,,AZM,ZINC000003813042
DB00820,Tadalafil,"approved,investigational",12346,46507646,D02008,PA10333,,DAP000615,Tadalafil,CHEMBL779,358263,,,71940,110635,99301,14777,,,CIA,ZINC000003993855
DB00822,Disulfiram,approved,5805,46506008,D00131,PA449376,,DAP000012,Disulfiram,CHEMBL964,3554,,C01692,4659,3117,3005,50058655,,,,ZINC000001529266
DB00823,Ethynodiol diacetate,approved,7410,46506993,D01294,PA164749157,,DAP000856,Ethynodiol_diacetate,CHEMBL1200624,4170,,C12724,31580,9270,8913,50237627,,,,ZINC000003876023
DB00824,Enprofylline,"approved,experimental",,46505790,D04006,PA164749350,,DAP001375,Enprofylline,CHEMBL279898,,,,126237,1676,1613,50001493,,,,ZINC000000403567
DB00825,Levomenthol,approved,15195,46506513,D00064,PA164776605,,DAP000876,Menthol,CHEMBL470670,236388,,C00400,15409,16666,15803,50318482,2430,2430,,ZINC000001482164
DB00826,Natamycin,approved,,46509171,D00884,PA164744325,,DAP001331,Natamycin,CHEMBL1200656,7268,,C08073,,5284447,10468784,50370755,,,,ZINC000008220909
DB00828,Fosfomycin,approved,11861,46506665,D04253,PA164748039,,DAP000767,Fosfomycin,CHEMBL1757,4550,,C06454,28915,446987,394204,50024894,,,FCN,ZINC000001530427
DB00829,Diazepam,"approved,illicit,investigational,vet_approved",9418,46505210,D00293,PA449283,,DNC000549,Diazepam,CHEMBL12,3322,,C06948,49575,3016,2908,50000766,3364,3364,DZP,ZINC000000006427
DB00830,Phenmetrazine,"approved,illicit",,46504524,,PA164747188,,DAP000860,Phenmetrazine,CHEMBL1201208,8133,,C07432,8067,4762,4598,,,,,
DB00831,Trifluoperazine,"approved,investigational",7997,46507961,D08636,PA451771,,DAP000034,Trifluoperazine,CHEMBL422,10800,,C07168,45951,5566,5365,79181,214,214,TFP,ZINC000019418959
DB00832,Phensuximide,approved,,46505695,D00508,PA164771230,,,Phensuximide,CHEMBL797,33309,,C07437,8079,6839,6578,50240063,,,,
DB00833,Cefaclor,approved,2098,46507693,D00256,PA164749137,,DAP000442,Cefaclor,CHEMBL680,1450910,,C06877,3478,51039,46260,42131,,,,ZINC000003812869
DB00834,Mifepristone,"approved,investigational",22628,46505795,D00585,PA450500,,DAP000090,Mifepristone,CHEMBL1276308,6964,,C07652,50692,55245,49889,50072024,2805,2805,486,ZINC000003831128
DB00835,Brompheniramine,approved,10205,46508137,D07543,PA448675,,DAP001066,Brompheniramine,CHEMBL811,1767,,C06857,3183,6834,6573,50017666,,,,
DB00836,Loperamide,approved,2251,46504591,D08144,PA450262,,DAP000425,Loperamide,CHEMBL841,6468,,C07080,6532,3955,3818,50017698,,,,ZINC000000537928
DB00838,Clocortolone,approved,,46505290,D07719,PA164744013,,DAP001190,Clocortolone,,21249,,,59582,5311052,4470589,,,,,ZINC000021981454
